# f (Hz)	sigma(f)	PI(f)
1.141562e+02	8.413376e-05	2.580529e-07
1.141875e+02	8.543641e-05	2.582889e-07
1.142188e+02	8.679940e-05	2.585249e-07
1.142500e+02	8.833673e-05	2.587604e-07
1.142812e+02	8.996292e-05	2.589960e-07
1.143125e+02	9.166518e-05	2.592325e-07
1.143438e+02	9.329091e-05	2.594692e-07
1.143750e+02	9.496138e-05	2.597053e-07
1.144062e+02	9.656930e-05	2.599415e-07
1.144375e+02	9.848694e-05	2.601786e-07
1.144688e+02	1.004408e-04	2.604159e-07
1.145000e+02	1.100645e-04	2.606526e-07
1.145312e+02	1.039577e-04	2.608894e-07
1.145625e+02	1.058348e-04	2.611272e-07
1.145938e+02	1.076480e-04	2.613651e-07
1.146250e+02	1.095018e-04	2.616023e-07
1.146562e+02	1.114191e-04	2.618398e-07
1.146875e+02	1.134129e-04	2.620781e-07
1.147188e+02	1.155265e-04	2.623166e-07
1.147500e+02	1.178615e-04	2.625545e-07
1.147812e+02	1.199639e-04	2.627925e-07
1.148125e+02	1.221965e-04	2.630315e-07
1.148438e+02	1.249087e-04	2.632706e-07
1.148750e+02	1.277107e-04	2.635090e-07
1.149062e+02	1.301327e-04	2.637477e-07
1.149375e+02	1.328020e-04	2.639872e-07
1.149688e+02	1.354753e-04	2.642269e-07
1.150000e+02	3.903085e-04	2.644660e-07
1.150312e+02	1.416779e-04	2.647053e-07
1.150625e+02	1.450303e-04	2.649455e-07
1.150938e+02	1.484250e-04	2.651858e-07
1.151250e+02	1.521648e-04	2.654255e-07
1.151562e+02	1.560322e-04	2.656653e-07
1.151875e+02	1.602565e-04	2.659061e-07
1.152188e+02	1.646057e-04	2.661470e-07
1.152500e+02	1.692644e-04	2.663873e-07
1.152812e+02	1.743569e-04	2.666278e-07
1.153125e+02	1.793094e-04	2.668692e-07
1.153438e+02	1.844993e-04	2.671107e-07
1.153750e+02	1.899053e-04	2.673516e-07
1.154062e+02	1.958557e-04	2.675927e-07
1.154375e+02	2.022098e-04	2.678347e-07
1.154688e+02	2.093042e-04	2.680768e-07
1.155000e+02	2.310639e-04	2.683184e-07
1.155312e+02	2.246139e-04	2.685600e-07
1.155625e+02	2.327562e-04	2.688026e-07
1.155938e+02	2.416015e-04	2.690686e-07
1.156250e+02	2.514435e-04	2.693350e-07
1.156562e+02	2.616650e-04	2.696016e-07
1.156875e+02	2.728905e-04	2.698692e-07
1.157188e+02	2.853892e-04	2.701370e-07
1.157500e+02	2.989981e-04	2.704042e-07
1.157812e+02	3.133131e-04	2.706715e-07
1.158125e+02	3.289919e-04	2.709399e-07
1.158438e+02	3.467481e-04	2.712085e-07
1.158750e+02	3.664512e-04	2.714764e-07
1.159062e+02	3.883469e-04	2.717445e-07
1.159375e+02	4.126772e-04	2.720137e-07
1.159688e+02	4.402761e-04	2.722831e-07
1.160000e+02	1.346267e-03	2.725518e-07
1.160312e+02	5.064650e-04	2.728207e-07
1.160625e+02	5.458613e-04	2.730906e-07
1.160938e+02	5.926526e-04	2.733607e-07
1.161250e+02	6.471070e-04	2.736302e-07
1.161562e+02	7.120284e-04	2.738999e-07
1.161875e+02	7.902528e-04	2.741706e-07
1.162188e+02	8.862965e-04	2.744415e-07
1.162500e+02	1.007849e-03	2.747118e-07
1.162812e+02	1.163654e-03	2.749822e-07
1.163125e+02	1.377862e-03	2.752537e-07
1.163438e+02	1.684726e-03	2.755254e-07
1.163750e+02	2.157967e-03	2.757964e-07
1.164062e+02	3.003599e-03	2.760676e-07
1.164375e+02	4.934775e-03	2.763399e-07
1.164688e+02	1.396369e-02	2.766124e-07
1.165000e+02	1.781899e-02	2.768842e-07
1.165312e+02	5.189626e-03	2.771561e-07
1.165625e+02	3.071607e-03	2.774292e-07
1.165938e+02	2.176801e-03	2.777025e-07
1.166250e+02	1.684916e-03	2.779750e-07
1.166562e+02	1.373019e-03	2.782478e-07
1.166875e+02	1.153449e-03	2.785216e-07
1.167188e+02	9.946503e-04	2.787957e-07
1.167500e+02	8.766607e-04	2.790690e-07
1.167812e+02	7.838253e-04	2.793426e-07
1.168125e+02	7.077753e-04	2.796172e-07
1.168438e+02	6.441866e-04	2.798920e-07
1.168750e+02	5.915344e-04	2.801662e-07
1.169062e+02	5.460099e-04	2.804405e-07
1.169375e+02	5.080118e-04	2.807159e-07
1.169688e+02	4.748165e-04	2.809915e-07
1.170000e+02	1.309708e-03	2.812664e-07
1.170312e+02	4.197111e-04	2.815415e-07
1.170625e+02	3.969132e-04	2.818177e-07
1.170938e+02	3.767541e-04	2.820941e-07
1.171250e+02	3.584053e-04	2.823698e-07
1.171562e+02	3.418384e-04	2.826457e-07
1.171875e+02	3.266854e-04	2.829227e-07
1.172188e+02	3.125546e-04	2.831999e-07
1.172500e+02	3.002186e-04	2.834764e-07
1.172812e+02	2.885664e-04	2.837530e-07
1.173125e+02	2.778253e-04	2.840308e-07
1.173438e+02	2.677978e-04	2.843088e-07
1.173750e+02	2.587077e-04	2.845860e-07
1.174062e+02	2.500584e-04	2.848635e-07
1.174375e+02	2.422161e-04	2.851421e-07
1.174688e+02	2.348278e-04	2.854208e-07
1.175000e+02	2.419637e-04	2.856989e-07
1.175312e+02	2.212004e-04	2.859772e-07
1.175625e+02	2.147473e-04	2.862565e-07
1.175938e+02	2.092059e-04	2.865361e-07
1.176250e+02	2.043061e-04	2.868149e-07
1.176562e+02	1.987864e-04	2.870940e-07
1.176875e+02	1.935868e-04	2.873741e-07
1.177188e+02	1.891214e-04	2.876544e-07
1.177500e+02	1.847897e-04	2.879341e-07
1.177812e+02	1.805698e-04	2.882139e-07
1.178125e+02	1.767371e-04	2.884949e-07
1.178438e+02	1.729505e-04	2.887760e-07
1.178750e+02	1.688140e-04	2.890564e-07
1.179062e+02	1.652373e-04	2.893371e-07
1.179375e+02	1.619746e-04	2.896188e-07
1.179688e+02	1.585247e-04	2.899007e-07
1.180000e+02	4.555268e-04	2.901820e-07
1.180312e+02	1.527313e-04	2.904634e-07
1.180625e+02	1.500385e-04	2.907459e-07
1.180938e+02	1.473598e-04	2.910286e-07
1.181250e+02	1.450806e-04	2.913107e-07
1.181562e+02	1.430018e-04	2.915929e-07
1.181875e+02	1.407810e-04	2.918762e-07
1.182188e+02	1.381013e-04	2.921598e-07
1.182500e+02	1.354537e-04	2.924426e-07
1.182812e+02	1.331186e-04	2.927256e-07
1.183125e+02	1.306623e-04	2.930097e-07
1.183438e+02	1.285586e-04	2.932940e-07
1.183750e+02	1.266634e-04	2.935777e-07
1.184062e+02	1.249431e-04	2.938615e-07
1.184375e+02	1.233312e-04	2.941464e-07
1.184688e+02	1.212356e-04	2.944315e-07
1.185000e+02	1.274644e-04	2.947160e-07
1.185312e+02	1.178997e-04	2.950006e-07
1.185625e+02	1.163272e-04	2.952863e-07
1.185938e+02	1.147034e-04	2.955723e-07
1.186250e+02	1.133616e-04	2.958575e-07
1.186562e+02	1.119883e-04	2.961429e-07
1.186875e+02	1.109840e-04	2.964294e-07
1.187188e+02	1.099347e-04	2.967162e-07
1.187500e+02	1.089636e-04	2.970022e-07
1.187812e+02	1.078872e-04	2.972884e-07
1.188125e+02	1.065807e-04	2.975758e-07
1.188438e+02	1.053142e-04	2.978633e-07
1.188750e+02	1.040434e-04	2.981501e-07
1.189062e+02	1.028394e-04	2.984371e-07
1.189375e+02	1.018207e-04	2.987253e-07
1.189688e+02	1.009412e-04	2.990136e-07
1.190000e+02	2.790618e-04	2.993013e-07
1.190312e+02	9.903770e-05	2.995891e-07
1.190625e+02	9.803672e-05	2.998781e-07
1.190938e+02	9.704760e-05	3.001672e-07
1.191250e+02	9.628951e-05	3.004557e-07
1.191562e+02	9.599188e-05	3.007443e-07
1.191875e+02	9.618643e-05	3.010341e-07
1.192188e+02	9.635111e-05	3.013240e-07
1.192500e+02	9.590422e-05	3.016133e-07
1.192812e+02	9.540270e-05	3.019027e-07
1.193125e+02	9.356076e-05	3.021933e-07
1.193438e+02	9.091132e-05	3.024841e-07
1.193750e+02	8.985976e-05	3.027741e-07
1.194062e+02	8.943011e-05	3.030644e-07
1.194375e+02	8.900584e-05	3.033558e-07
1.194688e+02	8.898027e-05	3.036474e-07
1.195000e+02	9.667950e-05	3.039383e-07
1.195312e+02	8.896441e-05	3.042293e-07
1.195625e+02	8.788624e-05	3.045215e-07
1.195938e+02	8.651345e-05	3.048139e-07
1.196250e+02	8.525205e-05	3.051056e-07
1.196562e+02	8.442669e-05	3.053975e-07
1.196875e+02	8.390579e-05	3.056905e-07
1.197188e+02	8.342532e-05	3.059837e-07
1.197500e+02	8.319859e-05	3.062762e-07
1.197812e+02	8.304690e-05	3.065689e-07
1.198125e+02	8.347333e-05	3.068628e-07
1.198438e+02	8.488389e-05	3.071568e-07
1.198750e+02	8.569295e-05	3.074501e-07
1.199062e+02	inf	3.077436e-07
1.199375e+02	inf	3.080383e-07
1.199688e+02	inf	3.083331e-07
1.200000e+02	inf	3.086273e-07
1.200312e+02	inf	3.089216e-07
1.200625e+02	inf	3.092171e-07
1.200938e+02	inf	3.095127e-07
1.201250e+02	7.836594e-05	3.098077e-07
1.201562e+02	7.646842e-05	3.101028e-07
1.201875e+02	7.507501e-05	3.103991e-07
1.202188e+02	7.380298e-05	3.106956e-07
1.202500e+02	7.292750e-05	3.109914e-07
1.202812e+02	7.197784e-05	3.112874e-07
1.203125e+02	7.105980e-05	3.115845e-07
1.203438e+02	7.033868e-05	3.118818e-07
1.203750e+02	6.979721e-05	3.121784e-07
1.204062e+02	6.959868e-05	3.124752e-07
1.204375e+02	6.945037e-05	3.127731e-07
1.204688e+02	6.909608e-05	3.130713e-07
1.205000e+02	7.449512e-05	3.133687e-07
1.205312e+02	6.681512e-05	3.136663e-07
1.205625e+02	6.569545e-05	3.139650e-07
1.205938e+02	6.508188e-05	3.142640e-07
1.206250e+02	6.422224e-05	3.145622e-07
1.206562e+02	6.345177e-05	3.148607e-07
1.206875e+02	6.286224e-05	3.151603e-07
1.207188e+02	6.231024e-05	3.154601e-07
1.207500e+02	6.179122e-05	3.157591e-07
1.207812e+02	6.119571e-05	3.160584e-07
1.208125e+02	6.056307e-05	3.163588e-07
1.208438e+02	6.002010e-05	3.166594e-07
1.208750e+02	5.955280e-05	3.169593e-07
1.209062e+02	5.907888e-05	3.172594e-07
1.209375e+02	5.859300e-05	3.175606e-07
1.209688e+02	5.809595e-05	3.178621e-07
1.210000e+02	1.478107e-04	3.181628e-07
1.210312e+02	5.730960e-05	3.184637e-07
1.210625e+02	5.693892e-05	3.187658e-07
1.210938e+02	5.651460e-05	3.190681e-07
1.211250e+02	5.611059e-05	3.193696e-07
1.211562e+02	5.574584e-05	3.196714e-07
1.211875e+02	5.533975e-05	3.199743e-07
1.212188e+02	5.497581e-05	3.202774e-07
1.212500e+02	5.459816e-05	3.205798e-07
1.212812e+02	5.426955e-05	3.208823e-07
1.213125e+02	5.389514e-05	3.211861e-07
1.213438e+02	5.369594e-05	3.214901e-07
1.213750e+02	5.343084e-05	3.217933e-07
1.214062e+02	5.316500e-05	3.220967e-07
1.214375e+02	5.285260e-05	3.224012e-07
1.214688e+02	5.239983e-05	3.227060e-07
1.215000e+02	5.670455e-05	3.230101e-07
1.215312e+02	5.172933e-05	3.233143e-07
1.215625e+02	5.145169e-05	3.236197e-07
1.215938e+02	5.125355e-05	3.239254e-07
1.216250e+02	5.092839e-05	3.242302e-07
1.216562e+02	5.069804e-05	3.245353e-07
1.216875e+02	5.053204e-05	3.248416e-07
1.217188e+02	5.027780e-05	3.251480e-07
1.217500e+02	4.999239e-05	3.254537e-07
1.217812e+02	4.978323e-05	3.257597e-07
1.218125e+02	4.964879e-05	3.260668e-07
1.218438e+02	4.938738e-05	3.263741e-07
1.218750e+02	4.905652e-05	3.266806e-07
1.219062e+02	4.878122e-05	3.269874e-07
1.219375e+02	4.843190e-05	3.272953e-07
1.219688e+02	4.814310e-05	3.276035e-07
1.220000e+02	1.212216e-04	3.279108e-07
1.220312e+02	4.771354e-05	3.282184e-07
1.220625e+02	4.749003e-05	3.285272e-07
1.220938e+02	4.726324e-05	3.288362e-07
1.221250e+02	4.709432e-05	3.291444e-07
1.221562e+02	4.778890e-05	3.294528e-07
1.221875e+02	5.009763e-05	3.297625e-07
1.222188e+02	4.974157e-05	3.300723e-07
1.222500e+02	4.661091e-05	3.303814e-07
1.222812e+02	4.608500e-05	3.306907e-07
1.223125e+02	4.594423e-05	3.310011e-07
1.223438e+02	4.568569e-05	3.313118e-07
1.223750e+02	4.543916e-05	3.316217e-07
1.224062e+02	4.523711e-05	3.319318e-07
1.224375e+02	4.506950e-05	3.322432e-07
1.224688e+02	4.492861e-05	3.325547e-07
1.225000e+02	4.877757e-05	3.328654e-07
1.225312e+02	4.454369e-05	3.331764e-07
1.225625e+02	4.430266e-05	3.334886e-07
1.225938e+02	4.422249e-05	3.338010e-07
1.226250e+02	4.408249e-05	3.341126e-07
1.226562e+02	4.395758e-05	3.344244e-07
1.226875e+02	4.389026e-05	3.347374e-07
1.227188e+02	4.376249e-05	3.350506e-07
1.227500e+02	4.354509e-05	3.353631e-07
1.227812e+02	4.329217e-05	3.356757e-07
1.228125e+02	4.319995e-05	3.359896e-07
1.228438e+02	4.309132e-05	3.363037e-07
1.228750e+02	4.289768e-05	3.366170e-07
1.229062e+02	4.274168e-05	3.369305e-07
1.229375e+02	4.265592e-05	3.372452e-07
1.229688e+02	4.248679e-05	3.375601e-07
1.230000e+02	1.056821e-04	3.378743e-07
1.230312e+02	4.219645e-05	3.381886e-07
1.230625e+02	4.213877e-05	3.385042e-07
1.230938e+02	4.204607e-05	3.388200e-07
1.231250e+02	4.187465e-05	3.391350e-07
1.231562e+02	4.172612e-05	3.394502e-07
1.231875e+02	4.163822e-05	3.397666e-07
1.232188e+02	4.154382e-05	3.400833e-07
1.232500e+02	4.144445e-05	3.403991e-07
1.232812e+02	4.146411e-05	3.407152e-07
1.233125e+02	4.136575e-05	3.410325e-07
1.233438e+02	4.120108e-05	3.413500e-07
1.233750e+02	4.108806e-05	3.416667e-07
1.234062e+02	4.095247e-05	3.419836e-07
1.234375e+02	4.083615e-05	3.423018e-07
1.234688e+02	4.077324e-05	3.426201e-07
1.235000e+02	4.447022e-05	3.429377e-07
1.235312e+02	4.059174e-05	3.432555e-07
1.235625e+02	4.042948e-05	3.435745e-07
1.235938e+02	4.034416e-05	3.438937e-07
1.236250e+02	4.017385e-05	3.442121e-07
1.236562e+02	4.004663e-05	3.445308e-07
1.236875e+02	4.000496e-05	3.448506e-07
1.237188e+02	3.984541e-05	3.451707e-07
1.237500e+02	3.963366e-05	3.454900e-07
1.237812e+02	3.945247e-05	3.458095e-07
1.238125e+02	3.935488e-05	3.461302e-07
1.238438e+02	3.922937e-05	3.464512e-07
1.238750e+02	3.899481e-05	3.467713e-07
1.239062e+02	3.884556e-05	3.470917e-07
1.239375e+02	3.877352e-05	3.474133e-07
1.239688e+02	3.871402e-05	3.477351e-07
1.240000e+02	9.450469e-05	3.480561e-07
1.240312e+02	3.844555e-05	3.483773e-07
1.240625e+02	3.827780e-05	3.486998e-07
1.240938e+02	3.816607e-05	3.490224e-07
1.241250e+02	3.798236e-05	3.493443e-07
1.241562e+02	3.786358e-05	3.496664e-07
1.241875e+02	3.776787e-05	3.499897e-07
1.242188e+02	3.771151e-05	3.503133e-07
1.242500e+02	3.759014e-05	3.506360e-07
1.242812e+02	3.750603e-05	3.509589e-07
1.243125e+02	3.741028e-05	3.512831e-07
1.243438e+02	3.726363e-05	3.516076e-07
1.243750e+02	3.714587e-05	3.519312e-07
1.244062e+02	3.705813e-05	3.522550e-07
1.244375e+02	3.692512e-05	3.525800e-07
1.244688e+02	3.684574e-05	3.529053e-07
1.245000e+02	4.015714e-05	3.532298e-07
1.245312e+02	3.656550e-05	3.535545e-07
1.245625e+02	3.650834e-05	3.538804e-07
1.245938e+02	3.651084e-05	3.542066e-07
1.246250e+02	3.640883e-05	3.545319e-07
1.246562e+02	3.635002e-05	3.548575e-07
1.246875e+02	3.628218e-05	3.551843e-07
1.247188e+02	3.613607e-05	3.555113e-07
1.247500e+02	3.597432e-05	3.558375e-07
1.247812e+02	3.584911e-05	3.561640e-07
1.248125e+02	3.578879e-05	3.564916e-07
1.248438e+02	3.568633e-05	3.568195e-07
1.248750e+02	3.560986e-05	3.571466e-07
1.249062e+02	3.551863e-05	3.574739e-07
1.249375e+02	3.542670e-05	3.578025e-07
1.249688e+02	3.540652e-05	3.581313e-07
1.250000e+02	8.690894e-05	3.584592e-07
1.250312e+02	3.522486e-05	3.587874e-07
1.250625e+02	3.530001e-05	3.591168e-07
1.250938e+02	3.597131e-05	3.594465e-07
1.251250e+02	3.548099e-05	3.597753e-07
1.251562e+02	3.494287e-05	3.601044e-07
1.251875e+02	3.486137e-05	3.604347e-07
1.252188e+02	3.478998e-05	3.607652e-07
1.252500e+02	3.466676e-05	3.610949e-07
1.252812e+02	3.458484e-05	3.614249e-07
1.253125e+02	3.457300e-05	3.617561e-07
1.253438e+02	3.454879e-05	3.620875e-07
1.253750e+02	3.442020e-05	3.624181e-07
1.254062e+02	3.431911e-05	3.627489e-07
1.254375e+02	3.421994e-05	3.630810e-07
1.254688e+02	3.417910e-05	3.634133e-07
1.255000e+02	3.727619e-05	3.637447e-07
1.255312e+02	3.395972e-05	3.640764e-07
1.255625e+02	3.392564e-05	3.644094e-07
1.255938e+02	3.390861e-05	3.647426e-07
1.256250e+02	3.382873e-05	3.650749e-07
1.256562e+02	3.379128e-05	3.654075e-07
1.256875e+02	3.365723e-05	3.657413e-07
1.257188e+02	3.360643e-05	3.660754e-07
1.257500e+02	3.355272e-05	3.664086e-07
1.257812e+02	3.345684e-05	3.667421e-07
1.258125e+02	3.339088e-05	3.670768e-07
1.258438e+02	3.332595e-05	3.674118e-07
1.258750e+02	3.324423e-05	3.677459e-07
1.259062e+02	3.315273e-05	3.680802e-07
1.259375e+02	3.309548e-05	3.684158e-07
1.259688e+02	3.302921e-05	3.687517e-07
1.260000e+02	8.112391e-05	3.690867e-07
1.260312e+02	3.292946e-05	3.694219e-07
1.260625e+02	3.285845e-05	3.697584e-07
1.260938e+02	3.280797e-05	3.700952e-07
1.261250e+02	3.273962e-05	3.704310e-07
1.261562e+02	3.265640e-05	3.707671e-07
1.261875e+02	3.257544e-05	3.711046e-07
1.262188e+02	3.255374e-05	3.714422e-07
1.262500e+02	3.249623e-05	3.717790e-07
1.262812e+02	3.246222e-05	3.721159e-07
1.263125e+02	3.236391e-05	3.724542e-07
1.263438e+02	3.232790e-05	3.727928e-07
1.263750e+02	3.227618e-05	3.731304e-07
1.264062e+02	3.215506e-05	3.734683e-07
1.264375e+02	3.208744e-05	3.738075e-07
1.264688e+02	3.205950e-05	3.741469e-07
1.265000e+02	3.510504e-05	3.744855e-07
1.265312e+02	3.201409e-05	3.748242e-07
1.265625e+02	3.200276e-05	3.751643e-07
1.265938e+02	3.190977e-05	3.755046e-07
1.266250e+02	3.182767e-05	3.758441e-07
1.266562e+02	3.174500e-05	3.761838e-07
1.266875e+02	3.168439e-05	3.765247e-07
1.267188e+02	3.165497e-05	3.768660e-07
1.267500e+02	3.157849e-05	3.772063e-07
1.267812e+02	3.149787e-05	3.775469e-07
1.268125e+02	3.146017e-05	3.778887e-07
1.268438e+02	3.144979e-05	3.782308e-07
1.268750e+02	3.134027e-05	3.785721e-07
1.269062e+02	3.123908e-05	3.789135e-07
1.269375e+02	3.121754e-05	3.792563e-07
1.269688e+02	3.119766e-05	3.795993e-07
1.270000e+02	7.655825e-05	3.799415e-07
1.270312e+02	3.114191e-05	3.802838e-07
1.270625e+02	3.112661e-05	3.806275e-07
1.270938e+02	3.107012e-05	3.809714e-07
1.271250e+02	3.102624e-05	3.813144e-07
1.271562e+02	3.097957e-05	3.816577e-07
1.271875e+02	3.092941e-05	3.820023e-07
1.272188e+02	3.088210e-05	3.823471e-07
1.272500e+02	3.080974e-05	3.826910e-07
1.272812e+02	3.081702e-05	3.830352e-07
1.273125e+02	3.084011e-05	3.833807e-07
1.273438e+02	3.078053e-05	3.837264e-07
1.273750e+02	3.070611e-05	3.840712e-07
1.274062e+02	3.064155e-05	3.844163e-07
1.274375e+02	3.058543e-05	3.847627e-07
1.274688e+02	3.054654e-05	3.851093e-07
1.275000e+02	3.336941e-05	3.854550e-07
1.275312e+02	3.050956e-05	3.858010e-07
1.275625e+02	3.046204e-05	3.861483e-07
1.275938e+02	3.043609e-05	3.864958e-07
1.276250e+02	3.038606e-05	3.868425e-07
1.276562e+02	3.035355e-05	3.871893e-07
1.276875e+02	3.026102e-05	3.875375e-07
1.277188e+02	3.022508e-05	3.878860e-07
1.277500e+02	3.021235e-05	3.882335e-07
1.277812e+02	3.021160e-05	3.885813e-07
1.278125e+02	3.016246e-05	3.889304e-07
1.278438e+02	3.302033e-05	3.892798e-07
1.278750e+02	3.302753e-05	3.896282e-07
1.279062e+02	3.288107e-05	3.899769e-07
1.279375e+02	3.283713e-05	3.903269e-07
1.279688e+02	3.289197e-05	3.906772e-07
1.280000e+02	inf	3.910266e-07
1.280312e+02	3.277418e-05	3.913762e-07
1.280625e+02	3.275917e-05	3.917271e-07
1.280938e+02	3.275802e-05	3.920783e-07
1.281250e+02	3.274666e-05	3.924286e-07
1.281562e+02	3.269897e-05	3.927791e-07
1.281875e+02	2.980627e-05	3.931309e-07
1.282188e+02	2.979569e-05	3.934830e-07
1.282500e+02	2.975410e-05	3.938342e-07
1.282812e+02	2.971223e-05	3.941856e-07
1.283125e+02	2.970042e-05	3.945384e-07
1.283438e+02	2.965894e-05	3.948914e-07
1.283750e+02	2.965133e-05	3.952435e-07
1.284062e+02	2.963039e-05	3.955958e-07
1.284375e+02	2.959287e-05	3.959495e-07
1.284688e+02	2.959635e-05	3.963034e-07
1.285000e+02	3.247952e-05	3.966564e-07
1.285312e+02	2.968402e-05	3.970097e-07
1.285625e+02	3.002940e-05	3.973643e-07
1.285938e+02	2.979602e-05	3.977191e-07
1.286250e+02	2.953607e-05	3.980731e-07
1.286562e+02	2.949791e-05	3.984272e-07
1.286875e+02	2.946356e-05	3.987828e-07
1.287188e+02	2.949580e-05	3.991385e-07
1.287500e+02	2.946446e-05	3.994934e-07
1.287812e+02	2.944532e-05	3.998485e-07
1.288125e+02	2.942971e-05	4.002049e-07
1.288438e+02	2.936124e-05	4.005616e-07
1.288750e+02	2.930479e-05	4.009174e-07
1.289062e+02	2.921677e-05	4.012734e-07
1.289375e+02	2.921330e-05	4.016307e-07
1.289688e+02	2.925001e-05	4.019883e-07
1.290000e+02	7.157565e-05	4.023450e-07
1.290312e+02	2.915395e-05	4.027020e-07
1.290625e+02	2.909106e-05	4.030603e-07
1.290938e+02	2.910182e-05	4.034188e-07
1.291250e+02	2.913234e-05	4.037764e-07
1.291562e+02	2.910288e-05	4.041343e-07
1.291875e+02	2.904889e-05	4.044935e-07
1.292188e+02	2.905877e-05	4.048529e-07
1.292500e+02	2.902609e-05	4.052115e-07
1.292812e+02	2.900403e-05	4.055702e-07
1.293125e+02	2.897857e-05	4.059304e-07
1.293438e+02	2.894324e-05	4.062908e-07
1.293750e+02	2.894534e-05	4.066503e-07
1.294062e+02	2.890344e-05	4.070099e-07
1.294375e+02	2.885849e-05	4.073710e-07
1.294688e+02	2.882860e-05	4.077323e-07
1.295000e+02	3.146991e-05	4.080927e-07
1.295312e+02	2.882438e-05	4.084534e-07
1.295625e+02	2.882841e-05	4.088154e-07
1.295938e+02	2.878487e-05	4.091776e-07
1.296250e+02	2.875226e-05	4.095389e-07
1.296562e+02	2.876784e-05	4.099005e-07
1.296875e+02	2.873726e-05	4.102634e-07
1.297188e+02	2.867572e-05	4.106266e-07
1.297500e+02	2.869801e-05	4.109889e-07
1.297812e+02	2.868681e-05	4.113514e-07
1.298125e+02	2.860744e-05	4.117152e-07
1.298438e+02	2.855836e-05	4.120793e-07
1.298750e+02	2.856056e-05	4.124425e-07
1.299062e+02	2.860132e-05	4.128059e-07
1.299375e+02	2.855552e-05	4.131708e-07
1.299688e+02	2.852721e-05	4.135358e-07
1.300000e+02	7.067122e-05	4.138999e-07
1.300312e+02	2.840656e-05	4.142643e-07
1.300625e+02	2.837381e-05	4.146300e-07
1.300938e+02	2.841207e-05	4.149960e-07
1.301250e+02	2.840356e-05	4.153611e-07
1.301562e+02	2.837827e-05	4.157263e-07
1.301875e+02	2.834712e-05	4.160930e-07
1.302188e+02	2.831643e-05	4.164599e-07
1.302500e+02	2.828542e-05	4.168259e-07
1.302812e+02	2.830159e-05	4.171922e-07
1.303125e+02	2.826001e-05	4.175598e-07
1.303438e+02	2.821808e-05	4.179276e-07
1.303750e+02	2.819331e-05	4.182946e-07
1.304062e+02	2.817787e-05	4.186617e-07
1.304375e+02	2.821257e-05	4.190303e-07
1.304688e+02	2.818986e-05	4.193991e-07
1.305000e+02	3.074753e-05	4.197670e-07
1.305312e+02	2.813645e-05	4.201351e-07
1.305625e+02	2.812801e-05	4.205046e-07
1.305938e+02	2.814267e-05	4.208743e-07
1.306250e+02	2.810087e-05	4.212431e-07
1.306562e+02	2.807267e-05	4.216122e-07
1.306875e+02	2.806185e-05	4.219826e-07
1.307188e+02	2.803525e-05	4.223533e-07
1.307500e+02	2.806866e-05	4.227231e-07
1.307812e+02	2.801279e-05	4.230930e-07
1.308125e+02	2.797322e-05	4.234644e-07
1.308438e+02	2.796134e-05	4.238361e-07
1.308750e+02	2.811326e-05	4.242068e-07
1.309062e+02	2.904443e-05	4.245777e-07
1.309375e+02	2.883109e-05	4.249500e-07
1.309688e+02	2.804865e-05	4.253226e-07
1.310000e+02	6.939387e-05	4.256943e-07
1.310312e+02	2.791882e-05	4.260661e-07
1.310625e+02	2.792688e-05	4.264394e-07
1.310938e+02	2.789537e-05	4.268130e-07
1.311250e+02	2.797994e-05	4.271855e-07
1.311562e+02	2.792563e-05	4.275584e-07
1.311875e+02	2.789316e-05	4.279326e-07
1.312188e+02	2.790968e-05	4.283071e-07
1.312500e+02	2.791096e-05	4.286806e-07
1.312812e+02	2.792605e-05	4.290544e-07
1.313125e+02	2.789674e-05	4.294296e-07
1.313438e+02	2.788581e-05	4.298050e-07
1.313750e+02	2.785940e-05	4.301795e-07
1.314062e+02	2.787867e-05	4.305542e-07
1.314375e+02	2.786617e-05	4.309304e-07
1.314688e+02	2.780606e-05	4.313068e-07
1.315000e+02	3.035523e-05	4.316822e-07
1.315312e+02	2.779834e-05	4.320579e-07
1.315625e+02	2.779350e-05	4.324350e-07
1.315938e+02	2.776800e-05	4.328123e-07
1.316250e+02	2.775736e-05	4.331887e-07
1.316562e+02	2.772916e-05	4.335653e-07
1.316875e+02	2.780796e-05	4.339434e-07
1.317188e+02	2.779723e-05	4.343217e-07
1.317500e+02	2.773556e-05	4.346990e-07
1.317812e+02	2.770502e-05	4.350766e-07
1.318125e+02	2.795213e-05	4.354556e-07
1.318438e+02	2.816347e-05	4.358349e-07
1.318750e+02	2.784230e-05	4.362132e-07
1.319062e+02	2.770587e-05	4.365917e-07
1.319375e+02	2.768528e-05	4.369717e-07
1.319688e+02	2.763053e-05	4.373519e-07
1.320000e+02	6.826769e-05	4.377312e-07
1.320312e+02	2.762919e-05	4.381106e-07
1.320625e+02	2.762099e-05	4.384916e-07
1.320938e+02	2.755328e-05	4.388728e-07
1.321250e+02	2.759721e-05	4.392530e-07
1.321562e+02	2.762322e-05	4.396334e-07
1.321875e+02	2.759875e-05	4.400153e-07
1.322188e+02	2.764982e-05	4.403975e-07
1.322500e+02	2.761692e-05	4.407786e-07
1.322812e+02	2.761660e-05	4.411600e-07
1.323125e+02	2.758666e-05	4.415429e-07
1.323438e+02	2.751624e-05	4.419260e-07
1.323750e+02	2.753603e-05	4.423082e-07
