# f (Hz)	sigma(f)	PI(f)
1.281281e+03	6.577789e+00	5.099297e-02
1.281312e+03	6.584681e+00	5.100161e-02
1.281344e+03	6.572722e+00	5.101053e-02
1.281375e+03	6.573593e+00	5.101917e-02
1.281406e+03	6.583143e+00	5.102781e-02
1.281438e+03	6.587572e+00	5.103673e-02
1.281469e+03	6.580950e+00	5.104537e-02
1.281500e+03	6.584270e+00	5.105401e-02
1.281531e+03	6.602095e+00	5.106266e-02
1.281562e+03	6.592736e+00	5.107131e-02
1.281594e+03	6.595299e+00	5.108023e-02
1.281625e+03	6.606571e+00	5.108888e-02
1.281656e+03	6.610542e+00	5.109754e-02
1.281688e+03	6.614589e+00	5.110647e-02
1.281719e+03	6.603443e+00	5.111512e-02
1.281750e+03	6.605641e+00	5.112377e-02
1.281781e+03	6.622732e+00	5.113243e-02
1.281812e+03	6.623423e+00	5.114109e-02
1.281844e+03	6.627238e+00	5.115002e-02
1.281875e+03	6.610613e+00	5.115868e-02
1.281906e+03	6.622589e+00	5.116735e-02
1.281938e+03	6.634160e+00	5.117629e-02
1.281969e+03	6.644422e+00	5.118495e-02
1.282000e+03	inf	5.119362e-02
1.282031e+03	6.658262e+00	5.120228e-02
1.282062e+03	6.650206e+00	5.121095e-02
1.282094e+03	6.640965e+00	5.121990e-02
1.282125e+03	6.651184e+00	5.122857e-02
1.282156e+03	6.659959e+00	5.123724e-02
1.282188e+03	6.662245e+00	5.124619e-02
1.282219e+03	6.674660e+00	5.125486e-02
1.282250e+03	6.664152e+00	5.126354e-02
1.282281e+03	6.675194e+00	5.127221e-02
1.282312e+03	6.668574e+00	5.128089e-02
1.282344e+03	6.674310e+00	5.128985e-02
1.282375e+03	6.683845e+00	5.129853e-02
1.282406e+03	6.682624e+00	5.130721e-02
1.282438e+03	6.691491e+00	5.131617e-02
1.282469e+03	6.692843e+00	5.132486e-02
1.282500e+03	6.689446e+00	5.133354e-02
1.282531e+03	6.697520e+00	5.134223e-02
1.282562e+03	6.712528e+00	5.135092e-02
1.282594e+03	6.712465e+00	5.135989e-02
1.282625e+03	6.714716e+00	5.136858e-02
1.282656e+03	6.719546e+00	5.137727e-02
1.282688e+03	6.726281e+00	5.138624e-02
1.282719e+03	6.735217e+00	5.139493e-02
1.282750e+03	6.736310e+00	5.140363e-02
1.282781e+03	6.728942e+00	5.141233e-02
1.282812e+03	6.739059e+00	5.142102e-02
1.282844e+03	6.748217e+00	5.143000e-02
1.282875e+03	6.738816e+00	5.143870e-02
1.282906e+03	6.738302e+00	5.144741e-02
1.282938e+03	6.748755e+00	5.145639e-02
1.282969e+03	6.756609e+00	5.146509e-02
1.283000e+03	inf	5.147380e-02
1.283031e+03	6.758020e+00	5.148251e-02
1.283062e+03	6.760503e+00	5.149121e-02
1.283094e+03	6.762293e+00	5.150020e-02
1.283125e+03	6.773097e+00	5.150891e-02
1.283156e+03	6.777282e+00	5.151763e-02
1.283188e+03	6.774466e+00	5.152662e-02
1.283219e+03	6.786415e+00	5.153533e-02
1.283250e+03	6.785441e+00	5.154405e-02
1.283281e+03	6.796566e+00	5.155277e-02
1.283312e+03	6.806624e+00	5.156148e-02
1.283344e+03	6.807962e+00	5.157049e-02
1.283375e+03	6.797624e+00	5.157921e-02
1.283406e+03	6.821904e+00	5.158793e-02
1.283438e+03	6.824641e+00	5.159693e-02
1.283469e+03	6.827435e+00	5.160566e-02
1.283500e+03	6.827395e+00	5.161438e-02
1.283531e+03	6.834406e+00	5.162311e-02
1.283562e+03	6.843684e+00	5.163184e-02
1.283594e+03	6.849383e+00	5.164085e-02
1.283625e+03	6.854797e+00	5.164958e-02
1.283656e+03	6.853159e+00	5.165831e-02
1.283688e+03	6.844847e+00	5.166733e-02
1.283719e+03	6.862005e+00	5.167606e-02
1.283750e+03	6.861950e+00	5.168480e-02
1.283781e+03	6.871260e+00	5.169353e-02
1.283812e+03	6.884451e+00	5.170227e-02
1.283844e+03	6.887706e+00	5.171130e-02
1.283875e+03	6.888052e+00	5.172004e-02
1.283906e+03	6.891458e+00	5.172878e-02
1.283938e+03	6.896195e+00	5.173780e-02
1.283969e+03	6.909659e+00	5.174655e-02
1.284000e+03	inf	5.175530e-02
1.284031e+03	6.921958e+00	5.176404e-02
1.284062e+03	6.923745e+00	5.177279e-02
1.284094e+03	6.923384e+00	5.178182e-02
1.284125e+03	6.931518e+00	5.179058e-02
1.284156e+03	6.946632e+00	5.179933e-02
1.284188e+03	6.945445e+00	5.180836e-02
1.284219e+03	6.953791e+00	5.181712e-02
1.284250e+03	6.950170e+00	5.182588e-02
1.284281e+03	6.949200e+00	5.183463e-02
1.284312e+03	6.936935e+00	5.184339e-02
1.284344e+03	6.947073e+00	5.185243e-02
1.284375e+03	6.966584e+00	5.186120e-02
1.284406e+03	6.981728e+00	5.186996e-02
1.284438e+03	6.993580e+00	5.187901e-02
1.284469e+03	6.999688e+00	5.188777e-02
1.284500e+03	6.998887e+00	5.189654e-02
1.284531e+03	7.009059e+00	5.190531e-02
1.284562e+03	7.025535e+00	5.191407e-02
1.284594e+03	7.012311e+00	5.192313e-02
1.284625e+03	6.999095e+00	5.193190e-02
1.284656e+03	7.023317e+00	5.194067e-02
1.284688e+03	7.025512e+00	5.194973e-02
1.284719e+03	7.020944e+00	5.195851e-02
1.284750e+03	7.029158e+00	5.196728e-02
1.284781e+03	7.040079e+00	5.197606e-02
1.284812e+03	7.054855e+00	5.198484e-02
1.284844e+03	7.063578e+00	5.199390e-02
1.284875e+03	7.061609e+00	5.200269e-02
1.284906e+03	7.078473e+00	5.201147e-02
1.284938e+03	7.095683e+00	5.202054e-02
1.284969e+03	7.083350e+00	5.202932e-02
1.285000e+03	inf	5.203811e-02
1.285031e+03	7.094928e+00	5.204690e-02
1.285062e+03	7.116885e+00	5.205569e-02
1.285094e+03	7.119643e+00	5.206476e-02
1.285125e+03	7.130019e+00	5.207356e-02
1.285156e+03	7.129090e+00	5.208235e-02
1.285188e+03	7.144946e+00	5.209143e-02
1.285219e+03	7.153472e+00	5.210022e-02
1.285250e+03	7.159397e+00	5.210902e-02
1.285281e+03	7.169525e+00	5.211782e-02
1.285312e+03	7.188631e+00	5.212662e-02
1.285344e+03	7.174589e+00	5.213570e-02
1.285375e+03	7.176541e+00	5.214451e-02
1.285406e+03	7.193252e+00	5.215331e-02
1.285438e+03	7.211617e+00	5.216240e-02
1.285469e+03	7.214027e+00	5.217121e-02
1.285500e+03	7.212588e+00	5.218001e-02
1.285531e+03	7.233753e+00	5.218882e-02
1.285562e+03	7.240538e+00	5.219763e-02
1.285594e+03	7.235206e+00	5.220673e-02
1.285625e+03	7.254317e+00	5.221554e-02
1.285656e+03	7.258302e+00	5.222436e-02
1.285688e+03	7.258334e+00	5.223346e-02
1.285719e+03	7.280189e+00	5.224227e-02
1.285750e+03	7.284170e+00	5.225109e-02
1.285781e+03	7.282412e+00	5.225991e-02
1.285812e+03	7.292263e+00	5.226873e-02
1.285844e+03	7.307341e+00	5.227784e-02
1.285875e+03	7.306447e+00	5.228666e-02
1.285906e+03	7.321737e+00	5.229548e-02
1.285938e+03	7.317327e+00	5.230459e-02
1.285969e+03	7.323693e+00	5.231342e-02
1.286000e+03	inf	5.232225e-02
1.286031e+03	7.354094e+00	5.233108e-02
1.286062e+03	7.358931e+00	5.233991e-02
1.286094e+03	7.362158e+00	5.234903e-02
1.286125e+03	7.381871e+00	5.235786e-02
1.286156e+03	7.380766e+00	5.236669e-02
1.286188e+03	7.387022e+00	5.237582e-02
1.286219e+03	7.402553e+00	5.238465e-02
1.286250e+03	7.410238e+00	5.239349e-02
1.286281e+03	7.415313e+00	5.240233e-02
1.286312e+03	7.426581e+00	5.241117e-02
1.286344e+03	7.431952e+00	5.242030e-02
1.286375e+03	7.443579e+00	5.242914e-02
1.286406e+03	7.468805e+00	5.243799e-02
1.286438e+03	7.474223e+00	5.244712e-02
1.286469e+03	7.472535e+00	5.245597e-02
1.286500e+03	7.479382e+00	5.246482e-02
1.286531e+03	7.487727e+00	5.247367e-02
1.286562e+03	7.499387e+00	5.248252e-02
1.286594e+03	7.517508e+00	5.249166e-02
1.286625e+03	7.528905e+00	5.250051e-02
1.286656e+03	7.534492e+00	5.250937e-02
1.286688e+03	7.536940e+00	5.251851e-02
1.286719e+03	7.532538e+00	5.252737e-02
1.286750e+03	7.539930e+00	5.253623e-02
1.286781e+03	7.544296e+00	5.254509e-02
1.286812e+03	7.551818e+00	5.255395e-02
1.286844e+03	7.569127e+00	5.256310e-02
1.286875e+03	7.580888e+00	5.257196e-02
1.286906e+03	7.595556e+00	5.258083e-02
1.286938e+03	7.597193e+00	5.258998e-02
1.286969e+03	7.604491e+00	5.259885e-02
1.287000e+03	inf	5.260772e-02
1.287031e+03	7.622659e+00	5.261659e-02
1.287062e+03	7.635763e+00	5.262546e-02
1.287094e+03	7.645374e+00	5.263462e-02
1.287125e+03	7.644839e+00	5.264349e-02
1.287156e+03	7.655719e+00	5.265237e-02
1.287188e+03	7.687247e+00	5.266153e-02
1.287219e+03	7.702286e+00	5.267041e-02
1.287250e+03	7.709238e+00	5.267929e-02
1.287281e+03	7.717798e+00	5.268817e-02
1.287312e+03	7.725904e+00	5.269706e-02
1.287344e+03	7.726645e+00	5.270623e-02
1.287375e+03	7.735717e+00	5.271511e-02
1.287406e+03	7.753647e+00	5.272400e-02
1.287438e+03	7.758430e+00	5.273317e-02
1.287469e+03	7.769392e+00	5.274206e-02
1.287500e+03	7.769560e+00	5.275095e-02
1.287531e+03	7.785535e+00	5.275984e-02
1.287562e+03	7.797885e+00	5.276873e-02
1.287594e+03	7.814048e+00	5.277792e-02
1.287625e+03	7.824304e+00	5.278681e-02
1.287656e+03	7.835158e+00	5.279571e-02
1.287688e+03	7.853037e+00	5.280489e-02
1.287719e+03	7.851900e+00	5.281379e-02
1.287750e+03	7.855798e+00	5.282269e-02
1.287781e+03	7.880368e+00	5.283159e-02
1.287812e+03	7.891922e+00	5.284050e-02
1.287844e+03	7.895924e+00	5.284969e-02
1.287875e+03	7.908593e+00	5.285859e-02
1.287906e+03	7.912097e+00	5.286750e-02
1.287938e+03	7.927732e+00	5.287670e-02
1.287969e+03	7.945335e+00	5.288561e-02
1.288000e+03	inf	5.289452e-02
1.288031e+03	7.975317e+00	5.290343e-02
1.288062e+03	7.972935e+00	5.291234e-02
1.288094e+03	7.990944e+00	5.292155e-02
1.288125e+03	8.006359e+00	5.293046e-02
1.288156e+03	8.006723e+00	5.293938e-02
1.288188e+03	8.012550e+00	5.294859e-02
1.288219e+03	8.024133e+00	5.295751e-02
1.288250e+03	8.027450e+00	5.296643e-02
1.288281e+03	8.052502e+00	5.297535e-02
1.288312e+03	8.078633e+00	5.298427e-02
1.288344e+03	8.080324e+00	5.299349e-02
1.288375e+03	8.095433e+00	5.300241e-02
1.288406e+03	8.109831e+00	5.301134e-02
1.288438e+03	8.117914e+00	5.302056e-02
1.288469e+03	8.133077e+00	5.302949e-02
1.288500e+03	8.148831e+00	5.303842e-02
1.288531e+03	8.166354e+00	5.304735e-02
1.288562e+03	8.173799e+00	5.305629e-02
1.288594e+03	8.179718e+00	5.306551e-02
1.288625e+03	8.192181e+00	5.307445e-02
1.288656e+03	8.212149e+00	5.308339e-02
1.288688e+03	8.234486e+00	5.309261e-02
1.288719e+03	8.247790e+00	5.310156e-02
1.288750e+03	8.249287e+00	5.311050e-02
1.288781e+03	8.255998e+00	5.311944e-02
1.288812e+03	8.259116e+00	5.312839e-02
1.288844e+03	8.274990e+00	5.313762e-02
1.288875e+03	8.310705e+00	5.314657e-02
1.288906e+03	8.333846e+00	5.315552e-02
1.288938e+03	8.337982e+00	5.316476e-02
1.288969e+03	8.345505e+00	5.317371e-02
1.289000e+03	inf	5.318266e-02
1.289031e+03	8.379236e+00	5.319161e-02
1.289062e+03	8.384066e+00	5.320057e-02
1.289094e+03	8.398846e+00	5.320981e-02
1.289125e+03	8.412376e+00	5.321877e-02
1.289156e+03	8.418539e+00	5.322773e-02
1.289188e+03	8.435471e+00	5.323698e-02
1.289219e+03	8.452618e+00	5.324594e-02
1.289250e+03	8.459166e+00	5.325490e-02
1.289281e+03	8.466062e+00	5.326387e-02
1.289312e+03	8.483077e+00	5.327283e-02
1.289344e+03	8.502703e+00	5.328209e-02
1.289375e+03	8.531266e+00	5.329106e-02
1.289406e+03	8.540329e+00	5.330003e-02
1.289438e+03	8.549942e+00	5.330929e-02
1.289469e+03	8.570576e+00	5.331826e-02
1.289500e+03	8.588561e+00	5.332723e-02
1.289531e+03	8.593092e+00	5.333621e-02
1.289562e+03	8.634891e+00	5.334518e-02
1.289594e+03	8.641070e+00	5.335445e-02
1.289625e+03	8.651119e+00	5.336343e-02
1.289656e+03	8.664874e+00	5.337241e-02
1.289688e+03	8.671328e+00	5.338168e-02
1.289719e+03	8.688518e+00	5.339066e-02
1.289750e+03	8.709751e+00	5.339965e-02
1.289781e+03	8.722801e+00	5.340863e-02
1.289812e+03	8.725643e+00	5.341762e-02
1.289844e+03	8.764545e+00	5.342690e-02
1.289875e+03	8.780923e+00	5.343588e-02
1.289906e+03	8.786333e+00	5.344487e-02
1.289938e+03	8.803358e+00	5.345416e-02
1.289969e+03	8.800889e+00	5.346315e-02
1.290000e+03	inf	5.347214e-02
1.290031e+03	8.853887e+00	5.348114e-02
1.290062e+03	8.854013e+00	5.349014e-02
1.290094e+03	8.864419e+00	5.349942e-02
1.290125e+03	8.883171e+00	5.350842e-02
1.290156e+03	8.921880e+00	5.351743e-02
1.290188e+03	8.942762e+00	5.352672e-02
1.290219e+03	8.952204e+00	5.353572e-02
1.290250e+03	8.957119e+00	5.354473e-02
1.290281e+03	8.966859e+00	5.355373e-02
1.290312e+03	8.986216e+00	5.356274e-02
1.290344e+03	9.009063e+00	5.357204e-02
1.290375e+03	9.021895e+00	5.358105e-02
1.290406e+03	9.047401e+00	5.359006e-02
1.290438e+03	9.075222e+00	5.359936e-02
1.290469e+03	9.083979e+00	5.360838e-02
1.290500e+03	9.116190e+00	5.361739e-02
1.290531e+03	9.123636e+00	5.362641e-02
1.290562e+03	9.137257e+00	5.363543e-02
1.290594e+03	9.159158e+00	5.364474e-02
1.290625e+03	9.158327e+00	5.365376e-02
1.290656e+03	9.175537e+00	5.366278e-02
1.290688e+03	9.206195e+00	5.367209e-02
1.290719e+03	9.229468e+00	5.368112e-02
1.290750e+03	9.237604e+00	5.369014e-02
1.290781e+03	9.249207e+00	5.369917e-02
1.290812e+03	9.271075e+00	5.370820e-02
1.290844e+03	9.302476e+00	5.371752e-02
1.290875e+03	9.327100e+00	5.372655e-02
1.290906e+03	9.361740e+00	5.373558e-02
1.290938e+03	9.375168e+00	5.374491e-02
1.290969e+03	9.380164e+00	5.375394e-02
1.291000e+03	inf	5.376298e-02
1.291031e+03	9.436392e+00	5.377202e-02
1.291062e+03	9.454942e+00	5.378105e-02
1.291094e+03	9.442147e+00	5.379039e-02
1.291125e+03	9.457515e+00	5.379943e-02
1.291156e+03	9.484554e+00	5.380847e-02
1.291188e+03	9.513678e+00	5.381781e-02
1.291219e+03	9.534428e+00	5.382685e-02
1.291250e+03	9.551662e+00	5.383590e-02
1.291281e+03	9.567261e+00	5.384495e-02
1.291312e+03	9.587978e+00	5.385400e-02
1.291344e+03	9.624051e+00	5.386334e-02
1.291375e+03	9.642620e+00	5.387239e-02
1.291406e+03	9.656031e+00	5.388144e-02
1.291438e+03	9.674776e+00	5.389079e-02
1.291469e+03	9.696318e+00	5.389985e-02
1.291500e+03	9.715468e+00	5.390890e-02
1.291531e+03	9.749131e+00	5.391796e-02
1.291562e+03	9.773953e+00	5.392702e-02
1.291594e+03	9.801780e+00	5.393638e-02
1.291625e+03	9.803147e+00	5.394544e-02
1.291656e+03	9.838445e+00	5.395450e-02
1.291688e+03	9.857849e+00	5.396386e-02
1.291719e+03	9.879307e+00	5.397293e-02
1.291750e+03	9.905643e+00	5.398199e-02
1.291781e+03	9.925810e+00	5.399106e-02
1.291812e+03	9.957678e+00	5.400013e-02
1.291844e+03	9.974170e+00	5.400950e-02
1.291875e+03	9.976794e+00	5.401857e-02
1.291906e+03	1.002222e+01	5.402764e-02
1.291938e+03	1.004054e+01	5.403701e-02
1.291969e+03	1.005103e+01	5.404609e-02
1.292000e+03	inf	5.405517e-02
1.292031e+03	1.010955e+01	5.406425e-02
1.292062e+03	1.014095e+01	5.407333e-02
1.292094e+03	1.015584e+01	5.408270e-02
1.292125e+03	1.017121e+01	5.409179e-02
1.292156e+03	1.019461e+01	5.410087e-02
1.292188e+03	1.023504e+01	5.411025e-02
1.292219e+03	1.025777e+01	5.411934e-02
1.292250e+03	1.026818e+01	5.412843e-02
1.292281e+03	1.029586e+01	5.413752e-02
1.292312e+03	1.030844e+01	5.414661e-02
1.292344e+03	1.033904e+01	5.415600e-02
1.292375e+03	1.038037e+01	5.416509e-02
1.292406e+03	1.041008e+01	5.417418e-02
1.292438e+03	1.042093e+01	5.418357e-02
1.292469e+03	1.044946e+01	5.419267e-02
1.292500e+03	1.046689e+01	5.420177e-02
1.292531e+03	1.049410e+01	5.421087e-02
1.292562e+03	1.053003e+01	5.421997e-02
1.292594e+03	1.057434e+01	5.422937e-02
1.292625e+03	1.060189e+01	5.423848e-02
1.292656e+03	1.062490e+01	5.424758e-02
1.292688e+03	1.063783e+01	5.425698e-02
1.292719e+03	1.067034e+01	5.426609e-02
1.292750e+03	1.069882e+01	5.427520e-02
1.292781e+03	1.071982e+01	5.428431e-02
1.292812e+03	1.074016e+01	5.429343e-02
1.292844e+03	1.077932e+01	5.430283e-02
1.292875e+03	1.080282e+01	5.431195e-02
1.292906e+03	1.083354e+01	5.432107e-02
1.292938e+03	1.087525e+01	5.433048e-02
1.292969e+03	1.087376e+01	5.433960e-02
1.293000e+03	inf	5.434872e-02
1.293031e+03	1.094448e+01	5.435784e-02
1.293062e+03	1.096550e+01	5.436696e-02
1.293094e+03	1.098931e+01	5.437638e-02
1.293125e+03	1.102325e+01	5.438551e-02
1.293156e+03	1.106690e+01	5.439463e-02
1.293188e+03	1.107801e+01	5.440406e-02
1.293219e+03	1.109943e+01	5.441319e-02
1.293250e+03	1.115401e+01	5.442232e-02
1.293281e+03	1.119501e+01	5.443145e-02
1.293312e+03	1.121458e+01	5.444058e-02
1.293344e+03	1.121668e+01	5.445001e-02
1.293375e+03	1.127258e+01	5.445915e-02
1.293406e+03	1.132852e+01	5.446829e-02
1.293438e+03	1.134830e+01	5.447772e-02
1.293469e+03	1.136007e+01	5.448686e-02
1.293500e+03	1.141262e+01	5.449600e-02
1.293531e+03	1.143328e+01	5.450515e-02
1.293562e+03	1.147586e+01	5.451429e-02
1.293594e+03	1.151821e+01	5.452373e-02
1.293625e+03	1.156021e+01	5.453288e-02
1.293656e+03	1.157384e+01	5.454203e-02
1.293688e+03	1.158473e+01	5.455147e-02
1.293719e+03	1.161808e+01	5.456062e-02
1.293750e+03	1.166294e+01	5.456978e-02
1.293781e+03	1.169166e+01	5.457893e-02
1.293812e+03	1.173331e+01	5.458808e-02
1.293844e+03	1.178397e+01	5.459754e-02
1.293875e+03	1.180350e+01	5.460669e-02
1.293906e+03	1.183304e+01	5.461585e-02
1.293938e+03	1.189001e+01	5.462531e-02
1.293969e+03	1.193181e+01	5.463447e-02
1.294000e+03	inf	5.464363e-02
1.294031e+03	1.198172e+01	5.465280e-02
1.294062e+03	1.205080e+01	5.466196e-02
1.294094e+03	1.209297e+01	5.467142e-02
1.294125e+03	1.213251e+01	5.468059e-02
1.294156e+03	1.218910e+01	5.468976e-02
1.294188e+03	1.224407e+01	5.469923e-02
1.294219e+03	1.227977e+01	5.470840e-02
1.294250e+03	1.233370e+01	5.471757e-02
1.294281e+03	1.239166e+01	5.472675e-02
1.294312e+03	1.241227e+01	5.473593e-02
1.294344e+03	1.243110e+01	5.474540e-02
1.294375e+03	1.247207e+01	5.475458e-02
1.294406e+03	1.251633e+01	5.476376e-02
1.294438e+03	1.252238e+01	5.477324e-02
1.294469e+03	1.255982e+01	5.478242e-02
1.294500e+03	1.259557e+01	5.479160e-02
1.294531e+03	1.261080e+01	5.480079e-02
1.294562e+03	1.264673e+01	5.480998e-02
1.294594e+03	1.269126e+01	5.481946e-02
1.294625e+03	1.271048e+01	5.482865e-02
1.294656e+03	1.276998e+01	5.483784e-02
1.294688e+03	1.283180e+01	5.484733e-02
1.294719e+03	1.285611e+01	5.485652e-02
1.294750e+03	1.288324e+01	5.486572e-02
1.294781e+03	1.295219e+01	5.487491e-02
1.294812e+03	1.297788e+01	5.488411e-02
1.294844e+03	1.299188e+01	5.489361e-02
1.294875e+03	1.304224e+01	5.490281e-02
1.294906e+03	1.307267e+01	5.491201e-02
1.294938e+03	1.314162e+01	5.492151e-02
1.294969e+03	1.320360e+01	5.493071e-02
1.295000e+03	inf	5.493992e-02
1.295031e+03	1.328629e+01	5.494912e-02
1.295062e+03	1.330552e+01	5.495833e-02
1.295094e+03	1.335518e+01	5.496784e-02
1.295125e+03	1.339903e+01	5.497705e-02
1.295156e+03	1.347363e+01	5.498626e-02
1.295188e+03	1.349651e+01	5.499577e-02
1.295219e+03	1.352269e+01	5.500499e-02
1.295250e+03	1.357614e+01	5.501420e-02
1.295281e+03	1.363835e+01	5.502342e-02
1.295312e+03	1.370236e+01	5.503264e-02
1.295344e+03	1.374831e+01	5.504216e-02
1.295375e+03	1.382075e+01	5.505138e-02
1.295406e+03	1.384381e+01	5.506060e-02
1.295438e+03	1.389370e+01	5.507012e-02
1.295469e+03	1.396196e+01	5.507935e-02
1.295500e+03	1.400773e+01	5.508858e-02
1.295531e+03	1.405628e+01	5.509780e-02
1.295562e+03	1.409540e+01	5.510703e-02
1.295594e+03	1.415246e+01	5.511656e-02
1.295625e+03	1.421380e+01	5.512579e-02
1.295656e+03	1.426045e+01	5.513503e-02
1.295688e+03	1.434364e+01	5.514456e-02
1.295719e+03	1.437040e+01	5.515380e-02
1.295750e+03	1.441988e+01	5.516303e-02
1.295781e+03	1.447889e+01	5.517227e-02
1.295812e+03	1.451067e+01	5.518151e-02
1.295844e+03	1.457902e+01	5.519105e-02
1.295875e+03	1.466788e+01	5.520030e-02
1.295906e+03	1.472742e+01	5.520954e-02
1.295938e+03	1.478763e+01	5.521908e-02
1.295969e+03	1.485706e+01	5.522833e-02
1.296000e+03	inf	5.523758e-02
1.296031e+03	1.494865e+01	5.524683e-02
1.296062e+03	1.500094e+01	5.525608e-02
1.296094e+03	1.506791e+01	5.526563e-02
1.296125e+03	1.514252e+01	5.527488e-02
1.296156e+03	1.520255e+01	5.528414e-02
1.296188e+03	1.526683e+01	5.529369e-02
1.296219e+03	1.535240e+01	5.530295e-02
1.296250e+03	1.537779e+01	5.531221e-02
1.296281e+03	1.542931e+01	5.532147e-02
1.296312e+03	1.551275e+01	5.533073e-02
1.296344e+03	1.558093e+01	5.534029e-02
1.296375e+03	1.564087e+01	5.534956e-02
1.296406e+03	1.571293e+01	5.535882e-02
1.296438e+03	1.579680e+01	5.536839e-02
1.296469e+03	1.584194e+01	5.537766e-02
1.296500e+03	1.591778e+01	5.538693e-02
1.296531e+03	1.597272e+01	5.539620e-02
1.296562e+03	1.605615e+01	5.540547e-02
1.296594e+03	1.614772e+01	5.541504e-02
1.296625e+03	1.617650e+01	5.542432e-02
1.296656e+03	1.623102e+01	5.543359e-02
1.296688e+03	1.631339e+01	5.544317e-02
1.296719e+03	1.639765e+01	5.545245e-02
1.296750e+03	1.648834e+01	5.546173e-02
1.296781e+03	1.654442e+01	5.547101e-02
1.296812e+03	1.663081e+01	5.548030e-02
1.296844e+03	1.670619e+01	5.548988e-02
1.296875e+03	1.678657e+01	5.549917e-02
1.296906e+03	1.686600e+01	5.550845e-02
1.296938e+03	1.693094e+01	5.551804e-02
1.296969e+03	1.698412e+01	5.552733e-02
1.297000e+03	inf	5.553662e-02
1.297031e+03	1.719577e+01	5.554591e-02
1.297062e+03	1.723225e+01	5.555521e-02
1.297094e+03	1.730786e+01	5.556480e-02
1.297125e+03	1.741566e+01	5.557410e-02
1.297156e+03	1.752428e+01	5.558340e-02
1.297188e+03	1.759041e+01	5.559300e-02
1.297219e+03	1.766703e+01	5.560230e-02
1.297250e+03	1.776434e+01	5.561160e-02
1.297281e+03	1.782347e+01	5.562090e-02
1.297312e+03	1.789882e+01	5.563021e-02
1.297344e+03	1.799559e+01	5.563981e-02
1.297375e+03	1.806985e+01	5.564912e-02
1.297406e+03	1.818009e+01	5.565843e-02
1.297438e+03	1.831164e+01	5.566804e-02
1.297469e+03	1.840257e+01	5.567735e-02
1.297500e+03	1.849048e+01	5.568666e-02
1.297531e+03	1.855717e+01	5.569598e-02
1.297562e+03	1.870405e+01	5.570529e-02
1.297594e+03	1.876989e+01	5.571491e-02
1.297625e+03	1.884608e+01	5.572423e-02
1.297656e+03	1.894410e+01	5.573355e-02
1.297688e+03	1.906599e+01	5.574317e-02
1.297719e+03	1.916857e+01	5.575249e-02
1.297750e+03	1.926418e+01	5.576181e-02
1.297781e+03	1.937985e+01	5.577114e-02
1.297812e+03	1.945251e+01	5.578046e-02
1.297844e+03	1.956939e+01	5.579009e-02
1.297875e+03	1.965385e+01	5.579942e-02
1.297906e+03	1.974725e+01	5.580875e-02
1.297938e+03	1.986106e+01	5.581838e-02
1.297969e+03	2.000022e+01	5.582772e-02
1.298000e+03	inf	5.583705e-02
1.298031e+03	2.023719e+01	5.584639e-02
1.298062e+03	2.033164e+01	5.585572e-02
1.298094e+03	2.044560e+01	5.586536e-02
1.298125e+03	2.057208e+01	5.587470e-02
1.298156e+03	2.068159e+01	5.588404e-02
1.298188e+03	2.080400e+01	5.589369e-02
1.298219e+03	2.092187e+01	5.590303e-02
1.298250e+03	2.102937e+01	5.591238e-02
1.298281e+03	2.121363e+01	5.592172e-02
1.298312e+03	2.131861e+01	5.593107e-02
1.298344e+03	2.143095e+01	5.594072e-02
1.298375e+03	2.155617e+01	5.595007e-02
1.298406e+03	2.171099e+01	5.595942e-02
1.298438e+03	2.183662e+01	5.596908e-02
1.298469e+03	2.194710e+01	5.597843e-02
1.298500e+03	2.206519e+01	5.598779e-02
1.298531e+03	2.219605e+01	5.599714e-02
1.298562e+03	2.232184e+01	5.600650e-02
1.298594e+03	2.245271e+01	5.601616e-02
1.298625e+03	2.259215e+01	5.602553e-02
1.298656e+03	2.278405e+01	5.603489e-02
1.298688e+03	2.293108e+01	5.604455e-02
1.298719e+03	2.304173e+01	5.605392e-02
1.298750e+03	2.321356e+01	5.606329e-02
1.298781e+03	2.338890e+01	5.607265e-02
1.298812e+03	2.354345e+01	5.608202e-02
1.298844e+03	2.367684e+01	5.609170e-02
1.298875e+03	2.380892e+01	5.610107e-02
1.298906e+03	2.393983e+01	5.611044e-02
1.298938e+03	2.412641e+01	5.612012e-02
1.298969e+03	2.433971e+01	5.612949e-02
1.299000e+03	inf	5.613887e-02
1.299031e+03	2.473031e+01	5.614825e-02
1.299062e+03	2.485377e+01	5.615763e-02
1.299094e+03	2.501772e+01	5.616732e-02
1.299125e+03	2.520127e+01	5.617670e-02
1.299156e+03	2.537006e+01	5.618608e-02
1.299188e+03	2.556107e+01	5.619589e-02
1.299219e+03	2.576076e+01	5.620572e-02
1.299250e+03	2.595321e+01	5.621556e-02
1.299281e+03	2.612414e+01	5.622539e-02
1.299312e+03	2.631642e+01	5.623523e-02
1.299344e+03	2.652995e+01	5.624539e-02
1.299375e+03	2.668996e+01	5.625523e-02
1.299406e+03	2.688279e+01	5.626507e-02
1.299438e+03	2.711269e+01	5.627524e-02
1.299469e+03	2.729954e+01	5.628508e-02
1.299500e+03	2.750005e+01	5.629493e-02
1.299531e+03	2.771563e+01	5.630478e-02
1.299562e+03	2.793650e+01	5.631463e-02
